0.091960	0.067850	-0.018310	0.052690	0.069380	0.036010	0.021570	0.012210	0.064090	0.057780	0.020750	-0.009260	-0.000710	0.183000	0.046790	0.093180	0.004780	0.008540	0.052080	0.114540	0.027670	0.045670	0.076290	0.086160	0.074770	0.100100	0.105080	0.105180	0.100500	0.116680	0.119430	0.138140	0.076900	0.060420	0.076600	0.013330	0.056860	0.144860	0.050050	0.034480	0.028180	0.023910	0.009770	0.015970	0.031130	0.090540	0.070390	0.056860	0.045370	0.077210	0.089720	0.113830	-0.003560	0.043330	0.046490	0.075680	-0.016280	0.098980	0.102640	0.094500	0.068050	0.035810	0.090540	0.103150	
0.067550	0.062970	0.030520	0.077110	0.054730	0.031130	0.011800	0.012210	0.044560	-0.005700	0.030520	-0.014140	-0.005590	0.192770	0.066320	0.102950	0.014550	0.023190	0.061850	0.085250	0.027670	0.050560	0.086060	0.095930	0.069890	0.100100	0.119730	0.100300	0.110270	0.131330	0.138960	0.152790	0.072020	0.045780	0.061950	0.032860	0.091040	0.100910	0.045170	0.058900	0.023300	-0.024920	0.009770	0.011090	0.021360	0.105180	0.085040	0.042220	0.050250	0.077210	0.104370	0.118710	0.001320	0.004270	0.007430	0.051270	-0.030920	0.098980	0.117290	0.089620	0.072940	0.035810	0.066120	0.098270	
0.057780	0.062970	0.123290	0.077110	0.040080	0.036010	0.006920	0.026860	0.010380	-0.044760	0.030520	0.000510	-0.010480	0.158590	0.061440	0.117590	0.009660	0.057370	0.047200	0.046180	0.013020	0.045670	0.066530	0.081280	0.045470	0.100100	0.100200	0.075890	0.095620	0.126440	0.129190	0.152790	0.072020	0.026250	0.018010	0.047510	0.091040	0.052080	0.059810	0.083310	-0.006000	-0.039570	0.014650	0.015970	0.006710	0.119830	0.085040	0.037330	0.035600	0.067440	0.094600	0.099180	0.006210	-0.015260	0.036720	0.046390	-0.026040	0.074560	0.107520	0.074970	0.058290	0.030920	0.056360	0.093380	
0.067550	0.067850	0.201420	0.062460	0.035200	0.050660	0.011800	0.046390	-0.038450	-0.034990	0.015870	0.020040	-0.015360	0.100000	0.046790	0.146890	0.004780	0.091550	0.027670	0.026650	-0.006510	0.035910	0.042110	0.056860	0.011290	0.095210	0.061140	0.041710	0.061440	0.097150	0.095010	0.143030	0.076900	0.021360	-0.030820	0.057270	0.071510	0.042320	0.074460	0.093080	-0.035300	-0.010270	0.024410	0.030620	0.001830	0.114950	0.060630	0.037330	0.020960	0.052800	0.065310	0.065000	0.030620	0.048220	0.066020	0.021970	-0.011390	0.030620	0.078230	0.050560	0.024110	0.016280	0.066120	0.098270	
0.082190	0.072730	0.211180	0.052690	0.040080	0.065310	0.021570	0.056150	-0.053100	0.018720	0.001220	0.039570	-0.005590	0.056050	0.022380	0.176190	-0.000100	0.096440	0.008140	0.041300	-0.021160	0.031030	0.012820	0.032450	-0.022890	0.085450	0.022070	-0.002240	0.017500	0.062970	0.055950	0.118610	0.072020	0.036010	-0.030820	0.057270	0.051980	0.066730	0.084230	0.083310	-0.035300	0.038550	0.029300	0.040380	0.006710	0.090540	0.036210	0.047100	0.006310	0.038150	0.031130	0.035710	0.025740	-0.025020	-0.070700	-0.012210	0.008140	-0.008440	0.044050	0.031030	-0.010070	0.001630	0.085650	0.103150	
0.091960	0.077620	0.142820	0.067340	0.054730	0.070190	0.036210	0.056150	-0.018920	0.082190	-0.003660	0.039570	0.013940	0.031640	0.012610	0.176190	0.014550	0.081790	0.003260	0.080360	-0.026040	0.021260	-0.006710	0.017800	-0.047300	0.070800	0.002540	-0.021770	-0.016680	0.038550	0.021770	0.099080	0.072020	0.065310	0.022890	0.062150	0.042220	0.086260	0.079350	0.058900	0.003760	0.082500	0.024410	0.045270	0.026250	0.051470	0.016680	0.056860	0.001420	0.038150	0.006710	0.030820	-0.027970	-0.029910	-0.148820	-0.085450	0.017900	-0.042620	0.019630	0.016380	-0.034480	-0.008140	0.095420	0.112920	
0.082190	0.067850	0.050050	0.096640	0.064490	0.060420	0.045980	0.046390	0.049440	0.131020	0.015870	0.034690	0.033470	0.026750	0.017500	0.146890	0.034080	0.047610	0.013020	0.109660	-0.026040	0.021260	-0.016480	0.017800	-0.052190	0.061040	0.012310	-0.026650	-0.031330	0.023910	0.002240	0.084430	0.076900	0.089720	0.091250	0.067040	0.051980	0.061850	0.054930	0.014950	0.052590	0.092260	0.014650	0.045270	0.050660	0.012410	0.006920	0.061750	0.001420	0.043030	-0.003050	0.035710	0.001320	0.014040	-0.124410	-0.031740	0.022790	-0.057270	0.004980	0.006610	-0.044250	-0.013020	0.090540	0.112920	
0.062660	0.048320	0.001220	0.111290	0.069380	0.040890	0.050860	0.036620	0.108030	0.145670	0.040280	0.020040	0.053000	0.031640	0.032150	0.093180	0.048730	0.008540	0.017900	0.099890	-0.016280	0.011490	-0.016480	0.017800	-0.047300	0.051270	0.026960	-0.021770	-0.036210	0.019020	0.002240	0.079550	0.091550	0.089720	0.120540	0.067040	0.056860	0.008140	0.040280	-0.019230	0.086770	0.072730	0.014650	0.040380	0.065310	0.012410	0.006920	0.051980	0.006310	0.043030	-0.003050	0.050350	0.015970	0.043330	-0.026750	0.065920	0.017900	-0.057270	0.000100	0.001730	-0.039370	-0.013020	0.066120	0.103150	
0.033370	0.033670	0.025630	0.086870	0.054730	0.021360	0.045980	0.026860	0.117800	0.121260	0.059810	0.015160	0.053000	0.041400	0.027260	0.049240	0.043840	-0.030520	0.008140	0.036420	-0.016280	0.001730	-0.016480	0.012920	-0.032650	0.041500	0.017190	-0.016890	-0.031330	0.009260	0.002240	0.084430	0.096440	0.075070	0.086360	0.047510	0.047100	-0.011390	0.035400	-0.028990	0.081890	0.033670	0.024410	0.025740	0.065310	0.041710	0.006920	0.032450	0.011190	0.023500	-0.003050	0.045470	0.025740	0.072630	-0.065820	0.017090	0.017900	-0.047510	-0.004780	-0.008040	-0.034480	-0.008140	0.041710	0.078740	
0.013830	0.014140	0.089110	0.038050	0.040080	0.006710	0.036210	0.021970	0.073850	0.072430	0.054930	0.010270	0.048120	0.046280	0.007730	0.034590	0.029200	-0.059810	-0.011390	-0.046590	-0.016280	-0.012920	-0.026250	-0.001730	-0.032650	0.021970	-0.026750	-0.031530	-0.041100	-0.005390	-0.017290	0.084430	0.081790	0.050660	0.027770	0.018210	0.017800	0.017900	0.035400	-0.009460	0.047710	-0.005390	0.034180	0.015970	0.045780	0.080770	-0.007730	0.017800	0.001420	-0.005800	-0.012820	0.016170	0.001320	0.009160	0.012310	0.041500	0.017900	-0.047510	-0.024310	-0.012920	-0.034480	-0.013020	0.017290	0.059200	
0.004070	0.009260	0.123290	-0.010780	0.020550	0.001830	0.026450	0.017090	0.015260	0.013830	0.035400	0.015160	0.033470	0.041400	-0.021570	0.044350	0.009660	-0.045170	-0.035810	-0.090540	-0.021160	-0.022680	-0.045780	-0.021260	-0.032650	-0.007320	-0.080460	-0.041300	-0.055750	-0.029810	-0.051470	0.079550	0.047610	0.031130	-0.006410	-0.006210	-0.001730	0.052080	0.025630	0.024720	0.018410	-0.010270	0.024410	0.011090	0.026250	0.085650	-0.032150	0.008040	-0.013220	-0.030210	-0.042110	-0.022890	0.020850	-0.010380	0.085550	0.041500	0.017900	-0.047510	-0.053610	-0.017800	-0.039370	-0.017900	0.007530	0.034790	
0.008950	0.004370	0.093990	-0.025430	0.010780	0.006710	0.021570	0.017090	-0.009160	-0.015460	0.010990	0.020040	0.023700	0.016990	-0.036210	0.054120	0.004780	0.008540	-0.040690	-0.061240	-0.026040	-0.017800	-0.060420	-0.031030	-0.027770	-0.036620	-0.100000	-0.041300	-0.070390	-0.049340	-0.085650	0.060020	0.018310	0.021360	0.003360	-0.011090	-0.006610	0.052080	0.006100	0.058900	0.008650	0.023910	0.000000	0.015970	0.011600	0.046590	-0.046790	0.003150	-0.022990	-0.039980	-0.061650	-0.042420	-0.008440	0.077510	0.036720	-0.002440	0.017900	-0.042620	-0.078020	-0.012920	-0.049130	-0.017900	0.012410	0.005490	
0.018720	0.004370	0.025630	-0.001020	0.010780	0.011600	0.021570	0.026860	0.000610	-0.000810	-0.003660	0.024920	0.023700	-0.012310	-0.031330	0.054120	0.004780	0.067140	-0.016280	0.021770	-0.026040	-0.003150	-0.055540	-0.021260	-0.003360	-0.036620	-0.065820	-0.016890	-0.070390	-0.054220	-0.095420	0.030720	0.008540	0.011600	0.032650	0.018210	0.008040	0.027670	-0.008540	0.073550	0.018410	0.067850	-0.014650	0.025740	0.016480	-0.012000	-0.046790	0.008040	-0.027870	-0.015560	-0.061650	-0.032650	0.011090	-0.020140	0.090430	0.075680	0.013020	-0.023090	-0.078020	0.001730	-0.039370	-0.008140	0.022180	-0.014040	
0.038250	0.014140	-0.023190	0.047810	0.015670	0.031130	0.026450	0.051270	0.029910	0.043130	0.001220	0.029810	0.023700	-0.026960	-0.006920	0.034590	0.014550	0.091550	0.022790	0.090130	-0.016280	0.021260	-0.031130	0.008040	0.035710	-0.007320	0.012310	0.027060	-0.041100	-0.029810	-0.066120	0.011190	0.023190	0.006710	0.042420	0.057270	0.022680	0.056970	0.006100	0.073550	0.028180	0.077620	-0.004880	0.040380	0.021360	-0.041300	-0.012610	0.017800	-0.013220	0.028380	-0.032350	0.001530	-0.023090	0.043330	-0.026750	-0.017090	0.008140	0.011090	-0.048730	0.026140	-0.010070	0.001630	0.046590	-0.018920	
0.057780	0.038550	-0.008540	0.091760	0.025430	0.040890	0.026450	0.070800	0.049440	0.072430	0.010990	0.029810	0.023700	-0.017190	0.027260	0.019940	0.029200	0.062260	0.061850	0.095010	-0.001630	0.035910	0.012820	0.037330	0.065000	0.031740	0.085550	0.056360	0.007730	0.004370	-0.012410	0.016070	0.057370	0.021360	0.022890	0.086570	0.032450	0.135090	0.045170	0.068660	0.028180	0.033670	0.039060	0.045270	0.026250	-0.016890	0.041100	0.032450	0.020960	0.062560	0.026250	0.045470	-0.027970	0.028690	-0.070700	-0.056150	0.008140	0.050150	-0.004780	0.055440	0.028990	0.016280	0.066120	-0.004270	
0.077310	0.067850	0.050050	0.116170	0.030310	0.055540	0.026450	0.075680	0.034790	0.057780	0.025630	0.024920	0.018820	0.026750	0.051680	0.029700	0.038960	0.023190	0.081380	0.041300	0.017900	0.040790	0.051880	0.056860	0.079650	0.061040	0.119730	0.071000	0.051680	0.038550	0.041300	0.040490	0.081790	0.050660	0.008240	0.096330	0.032450	0.203450	0.079350	0.068660	0.018410	-0.049340	0.078120	0.045270	0.031130	0.051470	0.089930	0.042220	0.045370	0.072330	0.075070	0.069890	-0.042620	-0.054320	-0.075580	-0.119630	0.003260	0.079450	0.034280	0.070090	0.058290	0.021160	0.075890	0.020140	
0.077310	0.082500	0.093990	0.111290	0.040080	0.060420	0.031330	0.061040	0.025020	-0.000810	0.035400	0.020040	0.018820	0.070700	0.056560	0.054120	0.034080	0.008540	0.071610	-0.027060	0.027670	0.035910	0.071410	0.051980	0.084530	0.046390	0.105080	0.061240	0.071210	0.048320	0.060830	0.069780	0.076900	0.079960	0.013120	0.076800	0.037330	0.159510	0.084230	0.068660	0.018410	-0.117700	0.092770	0.035500	0.031130	0.095420	0.114340	0.051980	0.060020	0.047910	0.099490	0.055240	0.006210	-0.020140	-0.007220	-0.075680	0.008140	0.089210	0.048930	0.079850	0.072940	0.021160	0.080770	0.044560	
0.067550	0.077620	0.093990	0.077110	0.040080	0.050660	0.026450	0.036620	0.020140	-0.059410	0.035400	0.010270	0.013940	0.075580	0.051680	0.073650	0.014550	0.023190	0.042320	-0.056360	0.017900	0.021260	0.061650	0.027570	0.069890	-0.002440	0.051370	0.036820	0.056560	0.033670	0.041300	0.089310	0.057370	0.070190	0.042420	0.037740	0.047100	0.017900	0.045170	0.054020	0.023300	-0.132340	0.063480	0.015970	0.031130	0.080770	0.099690	0.047100	0.040490	0.008850	0.075070	0.011290	0.050150	-0.078740	-0.007220	-0.031740	0.008140	0.074560	0.034280	0.070090	0.058290	0.016280	0.066120	0.049440	
0.048010	0.038550	0.054930	0.018510	0.035200	0.021360	0.016680	0.002440	0.034790	-0.059410	0.025630	0.005390	0.013940	0.036520	0.046790	0.063880	-0.004980	0.028080	0.013020	-0.051470	0.003260	0.006610	0.032350	-0.001730	0.055240	-0.056150	0.002540	0.017290	0.027260	-0.000510	0.002240	0.079550	0.028080	0.021360	0.057070	-0.006210	0.047100	-0.123700	0.001220	0.014950	0.033060	-0.093280	0.009770	0.001320	0.031130	0.017290	0.060630	0.032450	0.011190	-0.025330	0.026250	-0.032650	0.011090	-0.054320	0.022070	-0.080570	0.008140	0.045270	0.004980	0.055440	0.038760	0.011390	0.051470	0.034790	
0.023600	-0.010270	0.010990	-0.044960	0.020550	-0.007930	0.006920	-0.021970	0.044560	-0.000810	0.006100	-0.009260	0.013940	-0.031840	0.037030	0.029700	-0.014750	-0.015870	-0.001630	-0.041710	-0.011390	-0.012920	-0.001830	-0.026140	0.035710	-0.085450	-0.026750	-0.002240	-0.002030	-0.029810	-0.041710	0.050250	0.013430	-0.047000	0.047300	-0.045270	0.027570	-0.177410	-0.018310	-0.043640	0.028180	-0.039570	-0.029300	-0.013330	0.021360	-0.065710	0.016680	0.008040	-0.013220	-0.044860	-0.012820	-0.061950	0.025740	0.009160	-0.026750	-0.070800	0.003260	0.020850	-0.019430	0.040790	0.014340	0.006510	0.031940	0.010380	
0.013830	-0.044450	-0.003660	-0.088910	0.005900	-0.027470	-0.002850	-0.041500	0.039670	0.072430	-0.008540	-0.019020	0.013940	-0.080670	0.022380	-0.004480	0.004780	-0.079350	-0.001630	-0.036820	-0.016280	-0.027570	-0.011600	-0.035910	0.025940	-0.075680	-0.031640	-0.012000	-0.011800	-0.049340	-0.056360	0.020960	0.018310	-0.086060	0.008240	-0.064800	0.008040	-0.133460	-0.003660	-0.092470	0.018410	-0.010270	-0.029300	-0.023090	0.011600	-0.104780	-0.012610	-0.011490	-0.013220	-0.044860	-0.022580	-0.061950	0.059920	0.004270	0.168560	0.041500	0.003260	0.006210	-0.034080	0.021260	0.004580	0.001630	0.022180	-0.004270	
0.018720	-0.039570	0.020750	-0.093790	0.001020	-0.027470	-0.002850	-0.041500	0.020140	0.106610	-0.008540	-0.023910	0.023700	-0.085550	0.007730	-0.019120	0.038960	-0.123290	0.013020	-0.036820	-0.006510	-0.037330	-0.001830	-0.040790	0.016170	-0.056150	-0.021870	-0.026650	-0.002030	-0.049340	-0.046590	0.016070	0.037840	-0.071410	-0.011290	-0.059920	0.012920	-0.050460	0.030520	-0.087590	0.018410	-0.010270	-0.004880	-0.018210	0.011600	-0.080360	-0.017500	-0.011490	0.006310	-0.049740	-0.003050	-0.047300	0.011090	0.009160	-0.007220	-0.056150	0.008140	0.006210	-0.029200	0.011490	0.004580	-0.003260	0.027060	0.000610	
0.033370	-0.005390	0.054930	-0.049850	0.015670	-0.007930	0.006920	-0.021970	0.010380	0.072430	0.006100	-0.019020	0.038350	-0.046490	-0.006920	0.000410	0.068260	-0.113530	0.032550	-0.041710	0.013020	-0.051980	0.017700	-0.045670	0.011290	-0.046390	-0.002340	-0.031530	0.017500	-0.039570	-0.012410	0.030720	0.062260	-0.003050	0.003360	-0.025740	0.032450	0.022790	0.059810	-0.033870	0.037940	-0.029810	0.034180	-0.003560	0.016480	-0.031530	-0.007730	0.008040	0.035600	-0.064390	0.016480	-0.042420	-0.018210	-0.005490	0.041610	-0.061040	0.017900	0.006210	-0.009660	0.001730	0.014340	-0.008140	0.041710	0.010380	
0.048010	0.038550	0.069580	0.028280	0.035200	0.026250	0.021570	0.007320	0.020140	0.008950	0.035400	-0.009260	0.048120	0.021870	-0.006920	0.039470	0.078020	-0.054930	0.042320	-0.046590	0.027670	-0.051980	0.042110	-0.055440	0.011290	-0.046390	0.017190	-0.036420	0.041910	-0.029810	0.026650	0.060020	0.081790	0.075070	0.037540	0.027970	0.051980	0.076500	0.064700	0.029600	0.062360	-0.029810	0.058590	0.015970	0.026250	0.012410	0.006920	0.032450	0.055140	-0.074160	0.036010	-0.052190	0.050150	-0.005490	0.158790	0.075680	0.017900	0.006210	0.004980	0.001730	0.024110	-0.013020	0.051470	0.020140	
0.048010	0.072730	0.059810	0.091760	0.044960	0.050660	0.026450	0.041500	0.039670	-0.020350	0.050050	0.005390	0.048120	0.080460	0.007730	0.059000	0.068260	0.003660	0.056970	-0.051470	0.027670	-0.042220	0.056760	-0.055440	0.016170	-0.051270	0.031840	-0.031530	0.056560	-0.015160	0.051070	0.074670	0.081790	0.114140	0.061950	0.071920	0.037330	0.115560	0.050050	0.058900	0.077010	-0.005390	0.058590	0.030620	0.031130	0.027060	0.021570	0.042220	0.060020	-0.069270	0.045780	-0.057070	0.006210	0.087280	0.066020	0.012210	0.013020	0.011090	0.014750	0.006610	0.033870	-0.008140	0.051470	0.015260	
0.033370	0.077620	0.040280	0.116170	0.040080	0.055540	0.021570	0.061040	0.034790	0.004070	0.050050	0.015160	0.033470	0.109760	0.027260	0.044350	0.053610	0.028080	0.066730	-0.041710	0.022790	-0.022680	0.066530	-0.040790	0.021060	-0.036620	0.056250	-0.021770	0.066320	-0.005390	0.065710	0.079550	0.057370	0.099490	0.042420	0.086570	0.008040	0.125330	0.025630	0.044250	0.062360	0.019020	0.053710	0.030620	0.021360	0.022180	0.031330	0.037330	0.060020	-0.039980	0.060420	-0.057070	-0.013330	0.077510	-0.026750	0.002440	-0.001630	0.015970	0.019630	0.011490	0.038760	-0.003260	0.031940	0.005490	
0.008950	0.062970	0.025630	0.096640	0.015670	0.040890	0.002030	0.056150	0.015260	0.057780	0.030520	0.015160	0.009050	0.095110	0.037030	0.005290	0.043840	0.023190	0.071610	-0.007530	0.013020	-0.003150	0.066530	-0.021260	0.021060	-0.017090	0.080670	-0.016890	0.071210	-0.000510	0.065710	0.060020	0.028080	0.055540	0.003360	0.071920	-0.006610	0.086260	0.006100	0.024720	0.028180	0.033670	0.043950	0.015970	0.001830	0.012410	0.045980	0.022680	0.060020	-0.000920	0.079960	-0.027770	-0.003560	-0.015260	0.046490	0.021970	-0.016280	0.015970	0.029400	0.016380	0.043640	0.006510	0.012410	-0.004270	
